@RELATION features

@ATTRIBUTE 1	NUMERIC
@ATTRIBUTE 2	NUMERIC
@ATTRIBUTE 3	NUMERIC
@ATTRIBUTE 4	NUMERIC
@ATTRIBUTE 5	NUMERIC
@ATTRIBUTE 6	NUMERIC
@ATTRIBUTE 7	NUMERIC
@ATTRIBUTE 8	NUMERIC
@ATTRIBUTE 9	NUMERIC
@ATTRIBUTE 10	NUMERIC
@ATTRIBUTE 11	NUMERIC
@ATTRIBUTE 12	NUMERIC
@ATTRIBUTE 13	NUMERIC
@ATTRIBUTE 14	NUMERIC
@ATTRIBUTE 15	NUMERIC
@ATTRIBUTE 16	NUMERIC
@ATTRIBUTE 17	NUMERIC
@ATTRIBUTE 18	NUMERIC
@ATTRIBUTE 19	NUMERIC
@ATTRIBUTE 20	NUMERIC
@ATTRIBUTE 21	NUMERIC
@ATTRIBUTE 22	NUMERIC
@ATTRIBUTE 23	NUMERIC
@ATTRIBUTE 24	NUMERIC
@ATTRIBUTE 25	NUMERIC
@ATTRIBUTE 26	NUMERIC
@ATTRIBUTE 27	NUMERIC
@ATTRIBUTE 28	NUMERIC
@ATTRIBUTE 29	NUMERIC
@ATTRIBUTE 30	NUMERIC
@ATTRIBUTE 31	NUMERIC
@ATTRIBUTE 32	NUMERIC
@ATTRIBUTE 33	NUMERIC
@ATTRIBUTE 34	NUMERIC
@ATTRIBUTE 35	NUMERIC
@ATTRIBUTE 36	NUMERIC
@ATTRIBUTE 37	NUMERIC
@ATTRIBUTE 38	NUMERIC
@ATTRIBUTE 39	NUMERIC
@ATTRIBUTE 40	NUMERIC
@ATTRIBUTE 41	NUMERIC
@ATTRIBUTE 42	NUMERIC
@ATTRIBUTE 43	NUMERIC
@ATTRIBUTE 44	NUMERIC
@ATTRIBUTE 45	NUMERIC
@ATTRIBUTE 46	NUMERIC
@ATTRIBUTE 47	NUMERIC
@ATTRIBUTE 48	NUMERIC
@ATTRIBUTE 49	NUMERIC
@ATTRIBUTE 50	NUMERIC
@ATTRIBUTE 51	NUMERIC
@ATTRIBUTE 52	NUMERIC
@ATTRIBUTE 53	NUMERIC
@ATTRIBUTE 54	NUMERIC
@ATTRIBUTE 55	NUMERIC
@ATTRIBUTE 56	NUMERIC
@ATTRIBUTE 57	NUMERIC
@ATTRIBUTE 58	NUMERIC
@ATTRIBUTE 59	NUMERIC
@ATTRIBUTE 60	NUMERIC
@ATTRIBUTE 61	NUMERIC
@ATTRIBUTE 62	NUMERIC
@ATTRIBUTE 63	NUMERIC
@ATTRIBUTE 64	NUMERIC
@ATTRIBUTE 65	NUMERIC
@ATTRIBUTE 66	NUMERIC
@ATTRIBUTE 67	NUMERIC
@ATTRIBUTE 68	NUMERIC
@ATTRIBUTE 69	NUMERIC
@ATTRIBUTE 70	NUMERIC
@ATTRIBUTE 71	NUMERIC
@ATTRIBUTE 72	NUMERIC
@ATTRIBUTE 73	NUMERIC
@ATTRIBUTE 74	NUMERIC
@ATTRIBUTE 75	NUMERIC
@ATTRIBUTE 76	NUMERIC
@ATTRIBUTE 77	NUMERIC
@ATTRIBUTE 78	NUMERIC
@ATTRIBUTE 79	NUMERIC
@ATTRIBUTE 80	NUMERIC

@ATTRIBUTE class 		 {X1,X2} 
@DATA
0.000000e+00,-3.966144e-03,-3.433809e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-6.017813e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-7.899611e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-6.380055e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.199758e-04,0.000000e+00,0.000000e+00,-7.758964e-02,0.000000e+00,0.000000e+00,0.000000e+00,-5.691499e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.796496e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.148604e-03,0.000000e+00,0.000000e+00,-1.453713e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,X1
0.000000e+00,-5.088585e-05,-7.166863e-06,0.000000e+00,0.000000e+00,-7.983108e-04,0.000000e+00,0.000000e+00,0.000000e+00,-3.318019e-04,-2.953536e-06,0.000000e+00,-2.752219e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.344553e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-4.111977e-05,-1.794046e-05,-1.970412e-02,0.000000e+00,-2.810963e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.260706e-04,0.000000e+00,-1.327302e-05,0.000000e+00,0.000000e+00,-8.516441e-05,0.000000e+00,-2.177367e-04,0.000000e+00,-2.307680e-05,0.000000e+00,0.000000e+00,0.000000e+00,-5.007110e-06,0.000000e+00,-5.865692e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.092864e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.799992e-02,0.000000e+00,-1.040944e-03,0.000000e+00,0.000000e+00,-1.803277e-05,0.000000e+00,0.000000e+00,0.000000e+00,-3.089647e-04,0.000000e+00,-4.073996e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,X1
0.000000e+00,-1.703029e-02,-5.323757e-02,0.000000e+00,0.000000e+00,-9.130920e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.169520e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-8.057979e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.759261e-02,0.000000e+00,0.000000e+00,-1.140088e-07,0.000000e+00,-4.567188e-04,0.000000e+00,-7.485140e-03,0.000000e+00,0.000000e+00,-8.761101e-02,0.000000e+00,0.000000e+00,0.000000e+00,-7.030657e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.549250e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.857145e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.999683e-02,0.000000e+00,-1.111737e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.610223e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.342839e-07,0.000000e+00,X1
0.000000e+00,-2.031373e-03,0.000000e+00,0.000000e+00,0.000000e+00,-8.222240e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.972339e-07,0.000000e+00,-5.059835e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-4.108913e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.736720e-06,0.000000e+00,-1.690487e-01,0.000000e+00,0.000000e+00,-3.808836e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.709140e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.623815e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.899058e-06,0.000000e+00,0.000000e+00,0.000000e+00,-1.029068e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-4.285954e-07,0.000000e+00,X1
0.000000e+00,-1.260822e-07,-1.377649e-04,0.000000e+00,0.000000e+00,-3.498187e-07,0.000000e+00,-3.759861e-07,0.000000e+00,-2.081289e-04,-1.392315e-06,-1.699009e-02,-1.397406e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-7.019838e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.759540e-06,-8.093547e-04,-5.540518e-03,0.000000e+00,-2.254096e-07,-1.497139e-06,-4.788947e-04,-1.132385e-07,0.000000e+00,0.000000e+00,0.000000e+00,-1.822651e-06,0.000000e+00,0.000000e+00,-2.926199e-05,-1.398161e-02,-1.366395e-06,0.000000e+00,-7.769105e-04,0.000000e+00,0.000000e+00,0.000000e+00,-1.059305e-07,0.000000e+00,-2.315903e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-5.105914e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.163734e-03,0.000000e+00,-8.345435e-06,0.000000e+00,0.000000e+00,0.000000e+00,-2.293926e-07,0.000000e+00,0.000000e+00,-1.182675e-07,0.000000e+00,-1.603222e-03,0.000000e+00,0.000000e+00,-7.265546e-07,0.000000e+00,X1
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.077263e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-9.552078e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.082388e-04,0.000000e+00,0.000000e+00,-1.915724e-04,-3.871723e-04,0.000000e+00,0.000000e+00,0.000000e+00,-6.804521e-02,0.000000e+00,0.000000e+00,0.000000e+00,-3.855921e-04,0.000000e+00,-3.380367e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,X1
0.000000e+00,-1.022564e-05,0.000000e+00,0.000000e+00,0.000000e+00,-7.931535e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-5.692344e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.346932e-03,0.000000e+00,0.000000e+00,0.000000e+00,-1.194215e-03,0.000000e+00,0.000000e+00,-5.999386e-04,0.000000e+00,0.000000e+00,-1.303143e-01,-5.328231e-04,0.000000e+00,-9.784053e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-8.253224e-09,-5.398340e-02,0.000000e+00,-1.443025e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-8.195770e-09,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.548139e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.040764e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-6.946529e-02,0.000000e+00,-5.329477e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,X1
0.000000e+00,-2.287665e-03,0.000000e+00,0.000000e+00,0.000000e+00,-3.011131e-06,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-7.392929e-08,0.000000e+00,-1.464987e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.332005e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-6.149634e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.549586e-03,0.000000e+00,-3.213404e-04,0.000000e+00,0.000000e+00,-3.240951e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-7.440219e-08,0.000000e+00,-1.079845e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-5.077489e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.072510e-07,0.000000e+00,X1
-4.681358e-02,0.000000e+00,-7.013432e-07,0.000000e+00,0.000000e+00,-2.747725e-07,0.000000e+00,-3.896212e-03,0.000000e+00,-1.183930e-04,-1.817277e-07,0.000000e+00,-1.323372e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.603488e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.285566e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.537966e-07,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-2.379125e-05,0.000000e+00,0.000000e+00,0.000000e+00,-2.801111e-07,-4.488814e-02,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.978473e-03,0.000000e+00,0.000000e+00,-2.060680e-04,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.836518e-05,0.000000e+00,-6.250432e-05,-1.234109e-04,0.000000e+00,0.000000e+00,-1.620701e-07,0.000000e+00,-2.381127e-03,0.000000e+00,0.000000e+00,-3.013940e-07,0.000000e+00,X1
0.000000e+00,-5.655425e-04,-1.692971e-03,0.000000e+00,0.000000e+00,-3.685687e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-3.553610e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-1.440368e-08,-6.495920e-03,-8.638339e-07,0.000000e+00,-2.405268e-02,-2.470346e-03,0.000000e+00,-2.172325e-03,0.000000e+00,0.000000e+00,-2.872540e-03,0.000000e+00,-3.348298e-04,-2.534772e-02,0.000000e+00,-1.248070e-03,0.000000e+00,0.000000e+00,0.000000e+00,-1.968521e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-4.522826e-05,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-6.825366e-03,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-7.850475e-03,0.000000e+00,0.000000e+00,-2.621576e-05,0.000000e+00,0.000000e+00,0.000000e+00,-1.466533e-03,0.000000e+00,-7.490023e-05,0.000000e+00,0.000000e+00,-1.635764e-10,0.000000e+00,X1
