@RELATION feature_mfcc

@ATTRIBUTE 1	NUMERIC
@ATTRIBUTE 2	NUMERIC
@ATTRIBUTE 3	NUMERIC
@ATTRIBUTE 4	NUMERIC
@ATTRIBUTE 5	NUMERIC
@ATTRIBUTE 6	NUMERIC
@ATTRIBUTE 7	NUMERIC
@ATTRIBUTE 8	NUMERIC
@ATTRIBUTE 9	NUMERIC
@ATTRIBUTE 10	NUMERIC
@ATTRIBUTE 11	NUMERIC
@ATTRIBUTE 12	NUMERIC
@ATTRIBUTE 13	NUMERIC
@ATTRIBUTE 14	NUMERIC
@ATTRIBUTE 15	NUMERIC
@ATTRIBUTE 16	NUMERIC
@ATTRIBUTE 17	NUMERIC
@ATTRIBUTE 18	NUMERIC
@ATTRIBUTE 19	NUMERIC
@ATTRIBUTE 20	NUMERIC
@ATTRIBUTE 21	NUMERIC
@ATTRIBUTE 22	NUMERIC
@ATTRIBUTE 23	NUMERIC
@ATTRIBUTE 24	NUMERIC
@ATTRIBUTE 25	NUMERIC
@ATTRIBUTE 26	NUMERIC
@ATTRIBUTE 27	NUMERIC
@ATTRIBUTE 28	NUMERIC
@ATTRIBUTE 29	NUMERIC
@ATTRIBUTE 30	NUMERIC

@ATTRIBUTE class 		 {X1,X2} 
@DATA
5.889282e-04,5.889282e-04,5.889282e-04,5.889282e-04,5.889282e-04,5.889282e-04,5.889282e-04,5.889282e-04,5.889282e-04,5.889282e-04,5.889282e-04,5.889282e-04,5.889282e-04,5.889282e-04,5.889282e-04,2.456344e-08,2.096579e-06,1.650081e-05,7.933364e-06,7.058152e-07,1.686936e-06,6.961137e-07,3.113401e-05,1.593730e-05,6.450663e-06,2.033924e-03,1.091420e-06,1.601583e-05,5.589014e-07,1.048312e-07,X1
4.450378e-04,4.450378e-04,4.450378e-04,4.450378e-04,4.450378e-04,4.450378e-04,4.450378e-04,4.450378e-04,4.450378e-04,4.450378e-04,4.450378e-04,4.450378e-04,4.450378e-04,4.450378e-04,4.450378e-04,9.192184e-09,7.094127e-07,1.345768e-06,8.198173e-07,5.459551e-06,3.343473e-07,2.492634e-06,1.796736e-06,6.216359e-07,3.916510e-06,4.179647e-06,1.765585e-06,2.917391e-05,2.214400e-07,1.201391e-07,X1
6.381621e-04,6.381621e-04,6.381621e-04,6.381621e-04,6.381621e-04,6.381621e-04,6.381621e-04,6.381621e-04,6.381621e-04,6.381621e-04,6.381621e-04,6.381621e-04,6.381621e-04,6.381621e-04,6.381621e-04,5.262240e-08,2.085452e-06,5.608677e-07,1.742314e-06,5.926831e-07,1.932935e-06,7.052872e-07,3.919407e-06,6.141079e-07,1.042947e-06,1.723539e-06,9.245256e-07,3.391726e-07,1.323564e-07,1.128408e-07,X1
4.262575e-04,4.262575e-04,4.262575e-04,4.262575e-04,4.262575e-04,4.262575e-04,4.262575e-04,4.262575e-04,4.262575e-04,4.262575e-04,4.262575e-04,4.262575e-04,4.262575e-04,4.262575e-04,4.262575e-04,2.244094e-08,6.381750e-06,2.902589e-06,1.175456e-06,6.772484e-07,1.062016e-06,2.185543e-07,2.162565e-06,2.661123e-05,2.979563e-03,1.850563e-03,4.710167e-05,8.777695e-07,1.021518e-07,9.999412e-08,X1
6.613757e-04,6.613757e-04,6.613757e-04,6.613757e-04,6.613757e-04,6.613757e-04,6.613757e-04,6.613757e-04,6.613757e-04,6.613757e-04,6.613757e-04,6.613757e-04,6.613757e-04,6.613757e-04,6.613757e-04,1.636809e-07,2.017788e-06,4.329479e-06,2.472586e-06,8.519855e-05,1.409340e-03,7.262744e-06,9.835927e-07,5.188832e-07,1.791270e-06,1.192261e-05,7.778404e-05,1.799886e-06,6.839927e-06,4.102904e-07,X1
3.275467e-04,3.275467e-04,3.275467e-04,3.275467e-04,3.275467e-04,3.275467e-04,3.275467e-04,3.275467e-04,3.275467e-04,3.275467e-04,3.275467e-04,3.275467e-04,3.275467e-04,3.275467e-04,3.275467e-04,1.445968e-08,3.284417e-06,1.436075e-07,3.099009e-07,4.615467e-07,4.698768e-05,1.834929e-06,4.514177e-06,5.127217e-07,3.198380e-07,3.189410e-07,1.093075e-06,1.405637e-05,5.571209e-07,1.322039e-07,X1
5.319149e-04,5.319149e-04,5.319149e-04,5.319149e-04,5.319149e-04,5.319149e-04,5.319149e-04,5.319149e-04,5.319149e-04,5.319149e-04,5.319149e-04,5.319149e-04,5.319149e-04,5.319149e-04,5.319149e-04,3.696156e-08,2.483806e-07,1.422408e-06,2.253759e-05,1.211433e-06,4.225102e-07,3.727542e-06,7.056022e-07,1.974790e-04,1.764254e-04,1.829990e-06,1.590688e-06,3.083405e-07,1.760235e-07,1.285889e-07,X1
3.419973e-04,3.419973e-04,3.419973e-04,3.419973e-04,3.419973e-04,3.419973e-04,3.419973e-04,3.419973e-04,3.419973e-04,3.419973e-04,3.419973e-04,3.419973e-04,3.419973e-04,3.419973e-04,3.419973e-04,1.889869e-08,5.492632e-06,4.177161e-05,9.523597e-08,3.020534e-08,2.783078e-08,7.689369e-08,1.255444e-06,9.911208e-06,2.430694e-07,9.043632e-08,2.221872e-07,2.398179e-08,2.048726e-08,1.071681e-07,X1
5.025126e-03,5.025126e-03,5.025126e-03,5.025126e-03,5.025126e-03,5.025126e-03,5.025126e-03,5.025126e-03,5.025126e-03,5.025126e-03,5.025126e-03,5.025126e-03,5.025126e-03,5.025126e-03,5.025126e-03,6.597598e-06,1.443031e-05,1.097492e-03,2.030493e-04,3.353214e-05,3.117611e-04,2.789842e-05,1.541224e-05,7.430108e-05,7.594161e-05,8.432720e-05,3.834055e-04,1.637857e-05,1.324771e-05,1.021401e-03,X1
5.824112e-04,5.824112e-04,5.824112e-04,5.824112e-04,5.824112e-04,5.824112e-04,5.824112e-04,5.824112e-04,5.824112e-04,5.824112e-04,5.824112e-04,5.824112e-04,5.824112e-04,5.824112e-04,5.824112e-04,4.522095e-08,2.130204e-06,1.730005e-06,5.216392e-06,5.770529e-07,7.373698e-07,3.566385e-07,1.771630e-06,1.188672e-06,1.068770e-05,6.606708e-07,4.360525e-07,1.883355e-07,3.999724e-07,3.053366e-05,X1
3.703704e-04,3.703704e-04,3.703704e-04,3.703704e-04,3.703704e-04,3.703704e-04,3.703704e-04,3.703704e-04,3.703704e-04,3.703704e-04,3.703704e-04,3.703704e-04,3.703704e-04,3.703704e-04,3.703704e-04,7.586579e-09,1.036082e-06,1.806944e-07,1.041971e-07,1.496969e-06,1.047292e-07,1.413538e-06,2.763362e-07,1.259267e-07,7.675286e-08,6.393085e-08,1.137944e-07,1.092286e-07,2.015093e-07,9.824236e-06,X1
6.301197e-04,6.301197e-04,6.301197e-04,6.301197e-04,6.301197e-04,6.301197e-04,6.301197e-04,6.301197e-04,6.301197e-04,6.301197e-04,6.301197e-04,6.301197e-04,6.301197e-04,6.301197e-04,6.301197e-04,3.780762e-08,1.258335e-03,3.391101e-06,1.277754e-06,2.523843e-06,2.091569e-04,7.311762e-07,9.040414e-08,8.387665e-08,4.314079e-07,7.728965e-05,1.350759e-06,1.128347e-07,7.984909e-08,1.749667e-07,X1
4.231909e-04,4.231909e-04,4.231909e-04,4.231909e-04,4.231909e-04,4.231909e-04,4.231909e-04,4.231909e-04,4.231909e-04,4.231909e-04,4.231909e-04,4.231909e-04,4.231909e-04,4.231909e-04,4.231909e-04,2.378415e-08,3.116886e-06,2.342425e-07,1.413330e-07,1.209377e-07,1.025725e-07,1.336092e-07,1.242663e-05,6.930450e-07,1.713385e-07,1.361266e-07,1.574910e-07,2.140976e-07,3.512609e-07,1.182635e-04,X1
5.213764e-04,5.213764e-04,5.213764e-04,5.213764e-04,5.213764e-04,5.213764e-04,5.213764e-04,5.213764e-04,5.213764e-04,5.213764e-04,5.213764e-04,5.213764e-04,5.213764e-04,5.213764e-04,5.213764e-04,1.163115e-07,1.922307e-06,4.448546e-06,8.668021e-06,5.010280e-06,4.074564e-06,3.364915e-04,3.542051e-07,3.047347e-07,2.169898e-07,3.443818e-07,5.480905e-07,3.389394e-07,2.671732e-07,7.553617e-05,X1
3.414135e-04,3.414135e-04,3.414135e-04,3.414135e-04,3.414135e-04,3.414135e-04,3.414135e-04,3.414135e-04,3.414135e-04,3.414135e-04,3.414135e-04,3.414135e-04,3.414135e-04,3.414135e-04,3.414135e-04,2.120951e-08,1.317332e-05,1.065850e-07,1.409169e-07,7.080196e-08,7.127649e-08,6.470047e-08,6.561399e-07,1.489661e-05,5.486009e-07,3.730868e-07,7.393849e-07,4.411098e-07,6.847948e-07,5.271349e-07,X1
4.614675e-04,4.614675e-04,4.614675e-04,4.614675e-04,4.614675e-04,4.614675e-04,4.614675e-04,4.614675e-04,4.614675e-04,4.614675e-04,4.614675e-04,4.614675e-04,4.614675e-04,4.614675e-04,4.614675e-04,3.267540e-08,1.108683e-06,5.535503e-06,2.057339e-05,4.907880e-07,2.444745e-07,2.796160e-06,1.130372e-07,1.628250e-07,1.477588e-06,2.461304e-05,8.199164e-07,1.458776e-07,1.391736e-07,7.657525e-08,X1
4.374453e-04,4.374453e-04,4.374453e-04,4.374453e-04,4.374453e-04,4.374453e-04,4.374453e-04,4.374453e-04,4.374453e-04,4.374453e-04,4.374453e-04,4.374453e-04,4.374453e-04,4.374453e-04,4.374453e-04,2.385328e-08,3.111766e-06,5.970538e-07,4.862436e-07,2.372297e-07,4.869318e-07,1.175242e-07,9.326959e-07,2.180932e-06,5.539846e-07,4.241646e-07,4.117593e-04,2.841639e-07,1.019109e-07,6.373180e-07,X1
4.302926e-04,4.302926e-04,4.302926e-04,4.302926e-04,4.302926e-04,4.302926e-04,4.302926e-04,4.302926e-04,4.302926e-04,4.302926e-04,4.302926e-04,4.302926e-04,4.302926e-04,4.302926e-04,4.302926e-04,2.242719e-08,2.011263e-06,2.018365e-06,2.861463e-05,3.565603e-07,2.244248e-07,3.728341e-07,3.005711e-07,3.067787e-07,1.838678e-07,1.743475e-06,1.435435e-07,1.706017e-07,7.855427e-07,3.796205e-06,X1
4.595588e-04,4.595588e-04,4.595588e-04,4.595588e-04,4.595588e-04,4.595588e-04,4.595588e-04,4.595588e-04,4.595588e-04,4.595588e-04,4.595588e-04,4.595588e-04,4.595588e-04,4.595588e-04,4.595588e-04,4.303515e-08,7.345224e-06,1.074076e-06,4.566902e-06,4.532390e-08,3.448230e-08,2.936660e-08,3.273756e-08,1.476664e-03,8.468867e-08,1.710548e-07,2.444719e-07,1.112120e-07,1.069363e-06,8.924446e-08,X1
5.000000e-03,5.000000e-03,5.000000e-03,5.000000e-03,5.000000e-03,5.000000e-03,5.000000e-03,5.000000e-03,5.000000e-03,5.000000e-03,5.000000e-03,5.000000e-03,5.000000e-03,5.000000e-03,5.000000e-03,3.890808e-06,1.060027e-05,3.405512e-04,1.751407e-05,7.349137e-05,1.054558e-03,6.790814e-05,9.271446e-06,8.866910e-05,2.434868e-05,7.710478e-06,2.456712e-05,1.266484e-05,1.426418e-05,1.324360e-05,X1
4.623209e-04,4.623209e-04,4.623209e-04,4.623209e-04,4.623209e-04,4.623209e-04,4.623209e-04,4.623209e-04,4.623209e-04,4.623209e-04,4.623209e-04,4.623209e-04,4.623209e-04,4.623209e-04,4.623209e-04,1.547908e-08,1.269928e-05,1.769482e-04,5.614441e-06,6.843844e-07,1.740885e-07,1.299836e-07,2.780432e-07,2.392178e-06,3.055284e-07,5.015438e-08,4.118060e-08,7.693362e-08,1.867409e-07,1.462364e-06,X1
2.805836e-04,2.805836e-04,2.805836e-04,2.805836e-04,2.805836e-04,2.805836e-04,2.805836e-04,2.805836e-04,2.805836e-04,2.805836e-04,2.805836e-04,2.805836e-04,2.805836e-04,2.805836e-04,2.805836e-04,6.891519e-09,4.242524e-06,3.972244e-04,4.273787e-06,4.946159e-07,6.143790e-08,5.117932e-08,9.485846e-08,1.953144e-07,2.818188e-07,3.438551e-08,1.972475e-08,3.296466e-08,3.687828e-08,8.855907e-08,X1
5.282620e-04,5.282620e-04,5.282620e-04,5.282620e-04,5.282620e-04,5.282620e-04,5.282620e-04,5.282620e-04,5.282620e-04,5.282620e-04,5.282620e-04,5.282620e-04,5.282620e-04,5.282620e-04,5.282620e-04,3.345379e-08,2.338498e-04,1.058587e-06,2.494099e-07,3.955773e-07,1.611767e-06,1.049482e-03,2.981511e-06,2.799737e-06,1.253415e-06,1.199242e-06,2.514855e-07,1.242678e-07,1.388992e-07,7.480632e-07,X1
5.032713e-04,5.032713e-04,5.032713e-04,5.032713e-04,5.032713e-04,5.032713e-04,5.032713e-04,5.032713e-04,5.032713e-04,5.032713e-04,5.032713e-04,5.032713e-04,5.032713e-04,5.032713e-04,5.032713e-04,3.162971e-08,2.376873e-06,3.738620e-05,3.021842e-03,1.235149e-06,2.194594e-07,2.050434e-07,1.695052e-06,2.919987e-06,1.183697e-07,4.072647e-08,3.750083e-08,4.471925e-08,5.344640e-08,7.015464e-08,X1
4.730369e-04,4.730369e-04,4.730369e-04,4.730369e-04,4.730369e-04,4.730369e-04,4.730369e-04,4.730369e-04,4.730369e-04,4.730369e-04,4.730369e-04,4.730369e-04,4.730369e-04,4.730369e-04,4.730369e-04,9.520340e-08,1.486482e-06,8.607441e-07,3.369494e-06,3.894850e-07,1.040746e-07,1.457309e-07,7.170877e-07,1.194969e-06,4.030677e-06,1.133994e-07,8.802720e-08,2.364391e-07,3.315418e-07,1.322800e-07,X1
4.011231e-04,4.011231e-04,4.011231e-04,4.011231e-04,4.011231e-04,4.011231e-04,4.011231e-04,4.011231e-04,4.011231e-04,4.011231e-04,4.011231e-04,4.011231e-04,4.011231e-04,4.011231e-04,4.011231e-04,1.886498e-08,1.291626e-06,6.633993e-07,8.808656e-07,1.472259e-07,9.722321e-08,1.157079e-07,6.906332e-07,6.139521e-06,8.462276e-08,2.776590e-08,2.087899e-08,3.363256e-08,6.874252e-08,1.676899e-07,X1
2.928258e-04,2.928258e-04,2.928258e-04,2.928258e-04,2.928258e-04,2.928258e-04,2.928258e-04,2.928258e-04,2.928258e-04,2.928258e-04,2.928258e-04,2.928258e-04,2.928258e-04,2.928258e-04,2.928258e-04,1.478020e-08,1.426033e-06,2.530976e-07,1.721626e-07,1.674540e-07,1.908957e-07,1.072419e-07,3.182446e-08,6.646927e-08,7.804596e-08,8.656504e-08,4.708824e-06,2.832964e-08,2.767230e-08,2.447537e-07,X1
1.805054e-03,1.805054e-03,1.805054e-03,1.805054e-03,1.805054e-03,1.805054e-03,1.805054e-03,1.805054e-03,1.805054e-03,1.805054e-03,1.805054e-03,1.805054e-03,1.805054e-03,1.805054e-03,1.805054e-03,7.745272e-07,1.690299e-03,2.197999e-04,3.399954e-06,1.829171e-06,1.871643e-06,1.397085e-05,1.770872e-05,3.410866e-05,9.681661e-07,1.779313e-06,4.275170e-06,4.065754e-06,3.183228e-06,5.714615e-06,X1
7.698229e-04,7.698229e-04,7.698229e-04,7.698229e-04,7.698229e-04,7.698229e-04,7.698229e-04,7.698229e-04,7.698229e-04,7.698229e-04,7.698229e-04,7.698229e-04,7.698229e-04,7.698229e-04,7.698229e-04,4.385922e-08,9.993259e-07,1.733143e-07,1.913115e-07,5.035987e-05,8.410187e-07,1.071978e-07,1.228128e-07,1.708775e-07,1.528924e-06,1.748378e-06,1.399894e-06,2.096462e-06,4.075399e-06,2.647178e-06,X1
